,index,userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received,viable_candidate
985,62162,2142311,44,21,1969,3,male,291.0,126,54,650,256,650,207,0,49,0
986,43316,2106386,65,10,1948,6,female,845.0,66,36,289,89,225,41,64,48,1
987,22142,1524296,34,5,1979,10,male,108.0,26,21,19,3,19,3,0,0,1
988,19995,1432733,16,20,1997,7,male,233.0,24,18,1,0,1,0,0,0,1
989,1844,1378143,30,13,1983,2,male,25.0,0,0,3,1,3,1,0,0,1
990,43863,1105678,45,15,1968,6,male,483.0,67,50,19,2,16,2,3,0,0
991,48466,1411313,29,20,1984,4,female,376.0,80,37,1,1,1,1,0,0,1
992,26277,2185860,31,3,1982,3,male,85.0,33,30,65,3,65,1,0,2,1
993,54849,1434846,42,1,1971,12,male,643.0,100,58,23,26,23,20,0,6,1
994,1870,1887403,22,13,1991,3,male,23.0,0,0,4,4,4,2,0,2,1
995,95882,1296487,68,22,1945,5,male,1022.0,912,796,1177,85,1177,71,0,14,1
996,13182,1094027,21,30,1992,9,female,275.0,13,2,10,0,10,0,0,0,0
997,10760,1231959,32,3,1981,2,male,15.0,10,10,64,152,53,108,11,44,0
998,43360,1204840,15,12,1998,8,female,346.0,66,41,659,612,659,279,0,333,1
999,48551,2015875,35,2,1978,1,female,563.0,81,38,3,0,3,0,0,0,0
1000,16675,2073169,65,26,1948,1,male,1349.0,19,3,0,1,0,0,0,1,1
1001,15989,1056321,33,10,1980,6,male,190.0,18,17,4,0,4,0,0,0,1
1002,38161,2015892,57,18,1956,1,male,300.0,55,39,73,2,73,2,0,0,1
1003,61611,1914140,27,17,1986,10,female,244.0,128,71,12,5,12,5,0,0,0
1004,79255,2107508,101,26,1912,6,female,1532.0,253,65,2,1,1,1,1,0,0
1005,27108,2057214,30,8,1983,8,female,706.0,35,18,5,1,5,1,0,0,1
1006,44782,1732083,21,2,1992,3,female,1033.0,70,31,32,234,19,40,13,194,1
1007,22332,1882966,20,5,1993,2,female,134.0,26,20,87,13,87,13,0,0,0
1008,86242,1311148,35,3,1978,4,male,1098.0,372,246,1,38,1,37,0,1,0
1009,78072,1890453,40,12,1973,3,male,321.0,234,224,564,150,290,98,274,52,1
1010,26413,1053414,34,9,1979,8,female,45.0,33,28,292,216,236,180,56,36,1
1011,62783,1290519,23,3,1990,1,female,344.0,132,114,31,66,31,49,0,17,0
1012,4524,1171802,20,28,1993,8,male,611.0,2,0,1,0,1,0,0,0,0
1013,20729,1138160,64,4,1949,9,female,131.0,25,15,1,5,0,4,1,1,0
1014,95248,1032955,22,10,1991,6,male,1422.0,846,434,24,40,24,34,0,6,1
1015,52134,1654154,57,28,1956,8,female,130.0,90,47,208,66,208,52,0,14,0
1016,87581,1514091,15,31,1998,12,female,293.0,392,286,54,0,35,0,19,0,0
1017,78513,1507422,25,26,1988,2,male,468.0,246,155,14,18,14,9,0,9,0
1018,96714,1723795,17,5,1996,12,female,402.0,1010,139,630,155,429,93,201,62,1
1019,12163,1721659,49,1,1964,2,male,257.0,12,7,1195,87,1195,73,0,14,1
1020,9760,1743655,33,15,1980,3,male,470.0,9,5,0,3,0,1,0,2,0
1021,91316,1809629,23,29,1990,10,male,560.0,522,301,16,279,16,75,0,204,0
1022,40913,1912989,76,2,1937,8,female,1637.0,60,51,174,111,0,39,174,72,0
1023,73157,1356371,18,8,1995,8,female,330.0,203,141,0,0,0,0,0,0,0
1024,7293,1239723,14,11,1999,11,male,244.0,6,4,0,0,0,0,0,0,1
1025,62737,1443716,18,5,1995,7,male,311.0,133,82,23,7,23,5,0,2,1
1026,59874,1033243,29,22,1984,5,female,324.0,117,60,39,20,18,8,21,12,1
1027,59912,1455180,101,23,1912,2,female,2425.0,118,63,52,12,52,8,0,4,0
1028,92713,2042164,60,29,1953,12,female,404.0,580,505,245,22,241,18,4,4,0
1029,68566,2161269,103,8,1910,1,male,1754.0,164,81,9,0,9,0,0,0,0
1030,25111,1551456,31,14,1982,11,female,736.0,31,8,157,57,157,43,0,14,0
1031,42824,2066572,41,4,1972,11,male,300.0,66,58,5,31,1,8,4,23,0
1032,22677,1900365,33,17,1980,11,male,361.0,28,10,1,0,1,0,0,0,0
1033,5172,1613839,32,25,1981,7,male,113.0,3,3,0,0,0,0,0,0,1
1034,98011,1103619,20,30,1993,12,female,669.0,3056,2184,0,578,0,515,0,63,1
1035,44224,1226956,85,25,1928,12,female,2372.0,67,50,864,385,0,185,864,200,1
1036,68143,2106086,21,30,1992,4,female,218.0,161,119,721,711,393,549,328,162,0
1037,44498,2073019,55,11,1958,1,female,1328.0,69,15,3,1,0,0,3,1,1
1038,19118,1379058,68,16,1945,9,male,990.0,22,8,5,2,0,0,5,2,1
1039,55166,1414624,67,9,1946,7,female,347.0,100,54,307,24,304,17,3,7,0
1040,88661,1586431,103,1,1910,10,male,875.0,418,293,99,165,1,36,98,129,0
1041,78593,1539630,17,19,1996,7,female,243.0,248,188,29,80,25,14,4,66,0
1042,93666,1888740,14,31,1999,8,female,268.0,662,315,222,47,48,20,174,27,0
1043,84477,1991505,18,24,1995,3,male,607.0,322,144,20,119,1,42,19,77,0
1044,66600,1668972,103,2,1910,2,male,792.0,152,105,9,9,2,7,7,2,1
1045,74493,1041192,26,3,1987,5,male,515.0,208,179,13,4,0,3,13,1,0
1046,74352,1455341,23,3,1990,12,male,840.0,208,142,4,2,1,1,3,1,0
1047,67167,1660165,18,31,1995,5,female,297.0,154,114,442,76,442,75,0,1,1
1048,82835,1027913,19,23,1994,10,male,245.0,294,270,178,86,178,50,0,36,1
1049,73295,1684728,26,14,1987,6,female,180.0,200,53,1,5,1,3,0,2,1
1050,8391,1560346,22,8,1991,5,female,334.0,7,5,8,1,8,0,0,1,0
1051,52850,2135146,63,21,1950,10,female,1714.0,93,45,41,93,17,46,24,47,1
1052,17214,2000265,20,4,1993,7,female,330.0,19,8,9,13,9,7,0,6,1
1053,22613,1692552,58,5,1955,11,male,1034.0,28,21,0,0,0,0,0,0,0
1054,25053,1153412,50,11,1963,8,female,1460.0,31,14,60,0,54,0,6,0,0
1055,53796,1518762,25,4,1988,11,female,483.0,95,35,20,17,20,14,0,3,0
1056,64635,1924254,27,27,1986,7,male,632.0,144,71,12,23,12,21,0,2,0
1057,19863,1285224,31,23,1982,2,male,274.0,24,9,0,1,0,0,0,1,0
1058,96203,2000695,16,30,1997,11,female,410.0,1004,804,15,27,15,22,0,5,1
1059,31997,2157965,64,5,1949,3,female,216.0,42,31,18,1,0,0,18,1,0
1060,68104,1940613,57,7,1956,5,female,341.0,160,101,459,32,459,22,0,10,1
1061,6266,1283378,61,28,1952,6,male,759.0,4,2,2,1,0,1,2,0,0
1062,4120,2101552,30,20,1983,8,male,39.0,2,1,0,0,0,0,0,0,1
1063,65120,1736765,58,9,1955,3,female,557.0,143,90,1207,415,0,187,1207,228,1
1064,77413,1009250,18,14,1995,2,female,306.0,237,38,6,7,6,1,0,6,1
1065,77323,1990884,18,29,1995,12,female,508.0,237,169,2,5,2,2,0,3,1
1066,55911,1886814,28,26,1985,7,male,288.0,103,78,35,2,32,0,3,2,0
1067,81094,1752119,54,18,1959,10,female,773.0,262,142,3103,3749,1691,2871,1412,878,0
1068,87059,1219737,108,26,1905,9,male,299.0,369,267,1094,146,1065,64,29,82,1
1069,71065,1979686,45,29,1968,7,male,557.0,177,143,627,1064,86,832,541,232,0
1070,36786,1135234,108,7,1905,12,female,1436.0,53,19,2,2,2,0,0,2,0
1071,68699,1728537,20,3,1993,3,male,1441.0,167,41,24,42,4,8,20,34,1
1072,59591,1983728,22,22,1991,8,female,462.0,116,71,6,40,6,29,0,11,1
1073,84484,1178343,20,28,1993,7,male,530.0,335,218,21,1,0,0,21,1,1
1074,34796,1910009,30,14,1983,5,male,65.0,48,9,2,1,2,0,0,1,0
1075,59264,1198585,21,16,1992,9,male,800.0,117,48,0,2,0,0,0,2,1
1076,9789,1409360,36,23,1977,12,male,36.0,9,8,0,0,0,0,0,0,0
1077,72552,1195366,22,17,1991,8,male,572.0,195,116,13,4,13,2,0,2,1
1078,2252,1061952,22,16,1991,6,male,267.0,1,1,0,0,0,0,0,0,0
1079,8969,1980203,56,17,1957,7,male,289.0,8,4,0,0,0,0,0,0,0
1080,18283,1442122,40,14,1973,9,female,338.0,21,9,51,47,44,36,7,11,0
1081,45446,1218235,42,14,1971,9,male,1593.0,73,19,2,5,2,5,0,0,1
1082,72151,1676413,54,8,1959,5,female,1243.0,189,84,1254,800,7,243,1247,557,1
1083,28162,1170903,42,3,1971,12,female,458.0,36,23,51,27,0,15,51,12,0
1084,57610,2151244,34,25,1979,1,male,427.0,109,30,9,31,9,20,0,11,0
1085,48848,1458771,72,19,1941,12,male,1927.0,80,34,25,4,25,3,0,1,1
1086,5692,1482608,33,17,1980,10,female,300.0,3,3,25,1,17,0,8,1,1
1087,86694,1623057,21,3,1992,2,female,272.0,365,108,96,326,80,196,16,130,0
1088,57982,1938221,31,19,1982,11,male,525.0,109,43,110,16,110,11,0,5,0
1089,78254,1207284,103,15,1910,12,female,907.0,241,121,0,13,0,3,0,10,1
1090,43145,1958967,32,19,1981,2,female,411.0,66,46,53,3,53,2,0,1,0
1091,94550,2115278,18,4,1995,4,female,761.0,733,310,136,45,136,37,0,8,1
1092,44075,2031180,47,21,1966,6,male,955.0,67,23,90,84,90,72,0,12,1
1093,53880,1134111,50,16,1963,10,male,1696.0,94,65,31,8,0,2,31,6,1
1094,27110,1197619,61,10,1952,3,female,214.0,34,20,5,2,5,2,0,0,1
1095,93637,1063197,19,9,1994,7,male,507.0,652,403,186,133,143,74,43,59,0
1096,18782,1922444,108,1,1905,4,male,2009.0,23,8,0,0,0,0,0,0,1
1097,17696,1964820,18,1,1995,1,male,84.0,21,19,0,0,0,0,0,0,1
1098,90977,1692822,16,6,1997,2,female,533.0,495,161,1081,453,1081,436,0,17,0
1099,74114,1518823,18,3,1995,12,male,543.0,206,143,0,1,0,1,0,0,0
1100,86942,1025440,38,25,1975,9,female,2327.0,365,148,428,515,416,416,12,99,0
1101,74206,1007427,56,12,1957,6,female,187.0,209,100,0,1,0,1,0,0,1
1102,98674,1239973,17,26,1996,4,female,936.0,4417,1781,910,1851,548,610,362,1241,1
1103,94946,1164305,16,7,1997,9,female,238.0,760,188,1404,1194,1237,637,167,557,1
1104,77463,1788316,21,18,1992,4,female,336.0,234,33,9,37,9,18,0,19,0
1105,14456,1240256,29,13,1984,6,male,484.0,17,14,0,0,0,0,0,0,1
1106,91615,1980781,16,9,1997,12,female,406.0,563,291,137,187,37,77,100,110,1
1107,40758,2131433,17,10,1996,1,male,411.0,60,45,51,20,50,12,1,8,1
1108,90072,1860425,33,18,1980,8,female,401.0,447,179,2413,1287,2413,1211,0,76,1
1109,30653,2100137,41,24,1972,6,female,548.0,41,22,6,3,1,1,5,2,0
1110,97343,1560856,108,7,1905,2,female,1131.0,1772,72,88,472,88,379,0,93,1
1111,8809,1138057,25,1,1988,1,male,130.0,8,6,0,0,0,0,0,0,0
1112,69787,1462827,18,11,1995,9,female,182.0,175,40,51,89,51,81,0,8,1
1113,46571,1878031,23,1,1990,2,female,397.0,74,50,1,1,1,1,0,0,0
1114,15956,1610105,23,4,1990,3,male,11.0,18,17,3,3,0,1,3,2,0
1115,35721,2022497,62,14,1951,3,male,297.0,50,43,1,0,1,0,0,0,0
1116,65399,1892408,21,24,1992,4,male,710.0,149,121,2,16,1,7,1,9,0
1117,37782,1137016,37,5,1976,5,male,528.0,55,48,5,18,5,10,0,8,1
1118,73226,1854554,30,13,1983,8,male,273.0,203,84,0,9,0,7,0,2,1
1119,10244,2113476,24,30,1989,8,male,94.0,10,7,2,4,0,4,2,0,0
1120,39523,1474298,28,14,1985,11,female,198.0,58,7,2,4,2,4,0,0,1
1121,67411,1635966,22,4,1991,4,male,532.0,162,125,1,2,1,1,0,1,1
1122,3483,1041800,27,10,1986,12,male,355.0,1,1,5,1,2,1,3,0,1
1123,85093,1850299,14,2,1999,10,male,84.0,344,317,0,1,0,0,0,1,1
1124,20746,1381172,33,12,1980,6,female,187.0,25,16,1,0,1,0,0,0,1
1125,68992,1330262,57,14,1956,10,female,869.0,169,103,152,97,142,73,10,24,0
1126,50135,1365127,27,21,1986,11,male,446.0,83,22,131,101,131,87,0,14,1
1127,81871,1921483,108,16,1905,3,female,2192.0,287,103,224,189,222,156,2,33,1
1128,86305,1492927,27,6,1986,9,male,1301.0,379,140,5,14,2,10,3,4,0
1129,73496,1262302,20,21,1993,8,male,1509.0,202,103,14,5,4,0,10,5,1
1130,28822,1799622,71,18,1942,3,male,657.0,38,7,3,2,3,2,0,0,0
1131,47875,1434523,20,15,1993,1,female,310.0,77,55,13,0,13,0,0,0,0
1132,43906,1115311,51,20,1962,1,male,289.0,68,51,26,41,26,28,0,13,0
1133,97624,1589128,108,18,1905,10,male,1578.0,1403,921,486,276,50,79,436,197,1
1134,3556,2146401,26,18,1987,2,male,513.0,1,1,9,0,0,0,9,0,0
1135,66759,1333340,16,6,1997,1,male,616.0,152,101,31,7,7,1,24,6,0
1136,44238,1152052,65,31,1948,7,female,890.0,68,47,1708,815,171,126,1537,689,0
1137,54549,1882886,23,15,1990,2,female,404.0,99,82,2,17,0,7,2,10,0
1138,50635,2180963,42,25,1971,12,male,739.0,87,36,3,8,3,6,0,2,1
1139,66394,1453003,22,25,1991,3,male,397.0,152,86,1,0,1,0,0,0,1
1140,22577,1903536,35,1,1978,1,male,554.0,28,23,0,0,0,0,0,0,1
1141,61491,2055768,58,2,1955,2,female,1692.0,126,34,4,20,4,6,0,14,1
1142,94480,1910683,77,18,1936,6,male,1303.0,732,607,94,181,56,87,38,94,1
1143,16270,1483167,58,2,1955,8,female,1178.0,18,12,195,27,195,20,0,7,0
1144,86116,1596412,64,5,1949,8,female,645.0,347,255,5084,5348,3529,2879,1555,2469,0
1145,9204,2052212,16,30,1997,1,male,22.0,8,6,5,0,5,0,0,0,1
1146,12826,2078741,60,4,1953,4,female,1192.0,13,6,1,4,1,4,0,0,0
1147,87347,1906606,43,11,1970,4,male,607.0,382,279,8,2,5,0,3,2,0
1148,97544,1484839,20,6,1993,11,female,1434.0,1273,456,331,126,301,81,30,45,0
1149,82554,2076976,19,20,1994,3,male,331.0,291,121,32,14,31,12,1,2,0
1150,30770,2069680,67,23,1946,11,male,1266.0,41,17,12,1,0,1,12,0,1
1151,7691,2153034,35,5,1978,6,male,559.0,6,1,0,0,0,0,0,0,1
1152,81174,1185595,36,3,1977,6,male,191.0,287,270,0,1,0,0,0,1,0
1153,52021,1899230,58,1,1955,12,male,478.0,88,30,87,39,0,12,87,27,0
1154,56165,2068081,20,6,1993,6,male,224.0,104,40,184,4,174,3,10,1,1
1155,76410,2165294,18,1,1995,2,female,202.0,222,106,5,38,1,12,4,26,1
1156,29983,1163363,21,9,1992,6,female,153.0,39,19,74,44,74,35,0,9,1
1157,27190,1501096,65,11,1948,9,male,1391.0,34,6,8,3,7,2,1,1,1
1158,78099,1684618,66,1,1947,7,female,670.0,240,161,754,932,260,604,494,328,0
1159,10369,2109855,17,1,1996,10,male,208.0,9,3,4,0,0,0,4,0,0
1160,4170,1107557,33,1,1980,2,male,632.0,2,0,0,0,0,0,0,0,1
1161,28899,2082266,65,5,1948,2,female,563.0,38,33,6,5,0,2,6,3,1
1162,49616,1939752,23,3,1990,1,female,309.0,82,52,3,1,3,1,0,0,1
1163,39927,1424844,81,16,1932,3,female,485.0,58,38,65,22,0,5,65,17,1
1164,31345,2147089,24,16,1989,5,female,123.0,42,31,0,0,0,0,0,0,0
1165,56082,1185275,57,27,1956,3,female,593.0,103,45,111,139,111,91,0,48,1
1166,78641,1934507,113,3,1900,8,female,1533.0,250,102,41,11,0,7,41,4,1
1167,88569,1901052,13,23,2000,1,male,252.0,421,231,58,127,48,68,10,59,1
1168,42438,1525570,21,12,1992,6,female,209.0,64,39,901,443,900,163,1,280,1
1169,25165,1046707,17,30,1996,11,male,646.0,33,23,0,1,0,1,0,0,1
1170,40972,1953795,40,6,1973,9,male,256.0,61,43,312,7,192,5,120,2,1
1171,46091,1218444,31,17,1982,12,male,601.0,73,44,124,0,124,0,0,0,1
1172,87723,1926711,23,2,1990,1,male,250.0,408,328,130,148,130,107,0,41,0
1173,18768,1361825,81,27,1932,6,female,495.0,23,17,0,0,0,0,0,0,1
1174,38183,1309241,50,26,1963,2,female,1694.0,55,23,90,51,77,39,13,12,1
1175,65165,1845350,17,13,1996,1,male,1080.0,146,121,0,0,0,0,0,0,1
1176,92524,1720953,103,14,1910,11,male,706.0,593,287,90,230,90,212,0,18,0
1177,54582,2028342,42,15,1971,10,male,369.0,98,42,3,1,0,0,3,1,1
1178,75826,1993131,28,29,1985,9,female,354.0,214,126,89,309,42,126,47,183,1
1179,94039,2080950,18,12,1995,2,female,237.0,693,343,2872,535,2754,339,118,196,1
1180,59613,1843802,59,29,1954,3,male,1607.0,117,55,7,6,7,4,0,2,1
1181,58886,1044166,93,30,1920,11,male,1740.0,113,59,70,15,70,8,0,7,0
1182,32860,1948264,41,23,1972,3,male,775.0,45,25,5,7,1,4,4,3,0
1183,89384,1405897,38,26,1975,7,male,1018.0,471,217,16,1,3,0,13,1,1
1184,15315,1000957,40,3,1973,3,male,22.0,17,9,26,31,9,21,17,10,0
1185,69897,1173539,20,13,1993,9,female,170.0,170,75,111,108,105,52,6,56,1
1186,36467,2043330,16,12,1997,1,male,34.0,53,50,0,0,0,0,0,0,1
1187,1667,1935473,69,18,1944,10,male,185.0,0,0,0,0,0,0,0,0,1
1188,88350,2079547,16,31,1997,10,female,460.0,439,284,9,7,9,5,0,2,0
1189,75318,1604607,68,6,1945,1,male,474.0,218,107,2,15,2,13,0,2,1
1190,78923,1352000,18,23,1995,7,male,452.0,244,165,283,126,283,120,0,6,0
1191,20620,1926355,35,25,1978,12,male,150.0,25,19,0,3,0,1,0,2,1
1192,85738,1780764,18,27,1995,11,male,479.0,345,244,112,41,104,36,8,5,0
1193,77381,1025993,27,2,1986,10,female,381.0,236,118,4,29,4,22,0,7,0
1194,64585,1804619,37,14,1976,1,female,473.0,142,116,9,10,0,8,9,2,0
1195,58932,2041883,52,20,1961,3,male,1603.0,115,58,94,27,94,20,0,7,1
1196,12839,1320085,51,1,1962,6,female,87.0,13,13,2,0,0,0,2,0,0
1197,75267,1813571,108,25,1905,11,male,764.0,216,133,1,1,1,1,0,0,1
1198,41896,1738492,30,4,1983,2,male,278.0,62,21,20,0,20,0,0,0,1
1199,74697,2137913,40,11,1973,8,male,326.0,210,158,51,18,51,17,0,1,1
1200,46364,1237417,22,26,1991,3,male,407.0,75,55,0,0,0,0,0,0,0
1201,97886,1561449,21,27,1992,5,female,231.0,1682,470,2295,4190,904,1352,1391,2838,0
1202,62184,1273832,18,26,1995,10,male,296.0,129,96,912,39,912,36,0,3,1
1203,72715,1490427,20,27,1993,6,female,231.0,197,65,45,41,43,36,2,5,1
1204,4015,1903828,25,21,1988,5,female,14.0,2,2,0,0,0,0,0,0,0
1205,80802,1196914,58,25,1955,9,female,620.0,265,162,107,29,0,22,107,7,0
1206,22158,1485727,21,24,1992,8,male,19.0,26,20,22,8,22,4,0,4,1
1207,83600,1232041,17,23,1996,6,male,176.0,315,179,46,42,17,20,29,22,1
1208,28005,1346185,25,27,1988,10,female,145.0,36,29,7,4,6,3,1,1,0
1209,69549,1076189,89,29,1924,12,male,2530.0,174,47,9,4,0,0,9,4,1
1210,56643,1255405,73,8,1940,2,male,1569.0,105,21,6,2,6,0,0,2,1
1211,75957,1319600,36,4,1977,10,male,205.0,216,120,185,13,185,11,0,2,0
1212,52373,2065180,46,21,1967,6,female,349.0,91,52,0,0,0,0,0,0,1
1213,64619,1768975,45,19,1968,10,female,699.0,142,77,11,7,11,5,0,2,0
1214,28700,1092232,54,18,1959,3,male,202.0,37,31,1,7,1,4,0,3,1
1215,83169,1610539,20,27,1993,5,female,570.0,308,139,0,3,0,1,0,2,1
1216,92344,1518588,95,5,1918,1,male,2506.0,616,149,26,10,2,4,24,6,1
1217,31342,1256967,24,15,1989,1,male,360.0,42,27,0,0,0,0,0,0,0
1218,12348,1831143,25,20,1988,2,male,115.0,14,8,0,0,0,0,0,0,1
1219,50834,1368711,23,1,1990,1,male,96.0,85,69,19,3,19,2,0,1,1
1220,9036,1367078,55,30,1958,10,female,3.0,8,8,1,3,0,0,1,3,1
1221,44880,1211019,59,26,1954,3,male,381.0,70,65,72,9,9,4,63,5,1
1222,49701,2182850,30,14,1983,3,female,69.0,82,64,6,24,6,11,0,13,0
1223,68530,1284671,19,5,1994,4,male,110.0,165,149,7,10,7,5,0,5,1
1224,43683,1748818,27,22,1986,3,male,328.0,68,55,3,0,3,0,0,0,1
1225,55697,1591019,113,20,1900,8,female,2480.0,102,17,8,18,8,16,0,2,0
1226,26320,1020965,26,24,1987,10,male,342.0,32,24,92,5,92,5,0,0,0
1227,84130,1511495,16,6,1997,9,male,494.0,329,246,0,5,0,1,0,4,0
1228,50358,1730657,22,14,1991,3,male,336.0,86,40,0,0,0,0,0,0,0
1229,74444,1732053,33,5,1980,2,male,135.0,205,169,9,8,2,1,7,7,0
1230,47615,1079052,63,5,1950,1,male,1440.0,77,17,0,0,0,0,0,0,0
1231,85052,1197798,37,28,1976,4,female,1718.0,334,145,1291,1603,1270,1051,21,552,1
1232,13128,1500747,23,28,1990,7,female,17.0,14,2,7,9,7,8,0,1,1
1233,18478,1951181,23,29,1990,5,female,397.0,22,12,0,5,0,5,0,0,1
1234,81184,1716631,75,3,1938,1,male,1742.0,278,41,0,26,0,17,0,9,1
1235,235,1925696,18,3,1995,6,male,380.0,0,0,0,3,0,3,0,0,0
1236,46220,1131015,62,24,1951,10,male,347.0,71,28,442,65,48,52,394,13,0
1237,84279,1790313,69,22,1944,4,female,119.0,329,133,2,1,2,1,0,0,0
1238,65787,1808943,14,16,1999,12,male,245.0,146,49,38,38,29,22,9,16,1
1239,62943,2001367,45,21,1968,6,female,714.0,131,85,85,76,85,45,0,31,0
1240,15713,1930079,33,6,1980,4,male,54.0,18,13,0,0,0,0,0,0,0
1241,35101,1972464,37,10,1976,1,male,501.0,48,21,23,64,23,40,0,24,0
1242,15398,1391957,63,22,1950,10,female,473.0,16,12,50,2,0,0,50,2,0
1243,32953,1056606,40,10,1973,10,male,237.0,45,16,9,11,9,11,0,0,0
1244,30126,1760879,19,21,1994,6,male,109.0,41,18,0,0,0,0,0,0,0
1245,1593,1081132,58,1,1955,1,male,655.0,0,0,0,0,0,0,0,0,0
1246,25964,1853406,68,5,1945,8,male,121.0,32,27,12,9,1,3,11,6,0
1247,84614,1850093,25,8,1988,7,male,569.0,332,286,49,28,49,24,0,4,1
1248,21808,1817455,35,10,1978,4,female,1001.0,27,9,3,0,3,0,0,0,0
1249,27146,1505112,27,9,1986,8,male,440.0,34,26,7,0,0,0,7,0,1
1250,73104,1284335,35,8,1978,12,female,469.0,191,110,1956,2143,1846,1705,110,438,1
1251,48088,1194333,57,15,1956,3,male,488.0,78,35,93,63,8,22,85,41,0
1252,82326,1192440,19,24,1994,7,female,539.0,300,129,4,1,4,1,0,0,1
1253,8659,1240028,32,1,1981,1,female,284.0,7,4,201,2,176,2,25,0,0
1254,94126,1402608,16,27,1997,7,female,275.0,795,60,1,6,1,6,0,0,1
1255,28896,1746801,39,14,1974,4,male,316.0,38,15,6,1,0,1,6,0,1
1256,52276,1545998,19,5,1994,8,male,426.0,91,53,0,1,0,1,0,0,0
1257,90802,1748710,41,10,1972,5,male,480.0,508,464,279,16,279,14,0,2,0
1258,33478,1977971,19,2,1994,9,male,25.0,46,46,0,0,0,0,0,0,1
1259,14176,1184242,27,15,1986,5,female,78.0,15,9,44,3,44,3,0,0,1
1260,1614,1113155,60,19,1953,7,female,95.0,0,0,0,0,0,0,0,0,1
1261,89661,1044701,108,18,1905,11,female,408.0,459,178,111,128,111,82,0,46,0
1262,39673,1711486,25,24,1988,9,female,198.0,58,37,9,17,9,16,0,1,1
1263,34952,1786312,25,26,1988,3,male,418.0,48,31,8,0,8,0,0,0,1
1264,91994,1761307,67,17,1946,6,female,355.0,539,257,1698,1929,83,487,1615,1442,0
1265,55845,1459138,108,9,1905,3,female,1740.0,102,50,24,139,12,77,12,62,0
1266,855,1854760,28,16,1985,1,male,86.0,0,0,0,0,0,0,0,0,0
1267,83906,1241875,24,12,1989,2,male,762.0,308,248,307,213,307,167,0,46,1
1268,25355,1488272,36,28,1977,4,male,215.0,32,14,0,3,0,3,0,0,0
1269,5221,1468204,38,1,1975,12,female,557.0,3,1,0,0,0,0,0,0,1
1270,1724,1502300,53,23,1960,11,male,93.0,0,0,1,1,0,1,1,0,1
1271,14462,1983459,30,5,1983,2,female,630.0,17,12,0,3,0,1,0,2,1
1272,6824,1577322,49,1,1964,9,male,623.0,5,3,0,0,0,0,0,0,1
1273,69539,1949601,16,1,1997,3,female,434.0,173,54,8,0,8,0,0,0,1
1274,87937,1951151,15,6,1998,10,female,309.0,404,225,502,588,4,76,498,512,1
1275,98636,1405803,25,11,1988,8,male,667.0,3820,2836,835,377,107,106,728,271,0
1276,30375,1131606,15,27,1998,8,female,68.0,41,29,1,0,1,0,0,0,1
1277,96720,2184200,18,26,1995,2,female,242.0,1191,825,612,281,612,264,0,17,0
1278,190,1863042,17,24,1996,9,male,29.0,0,0,0,0,0,0,0,0,1
1279,62253,1738166,20,8,1993,7,female,627.0,134,93,0,0,0,0,0,0,0
1280,17126,1319714,34,10,1979,12,female,231.0,20,12,6,7,6,5,0,2,0
1281,69663,1009701,26,15,1987,1,male,522.0,170,107,22,21,22,3,0,18,1
1282,877,2178700,28,24,1985,5,female,323.0,0,0,0,0,0,0,0,0,0
1283,32935,2151215,73,15,1940,9,female,1165.0,45,22,8,6,8,4,0,2,1
1284,94506,2060838,94,25,1919,9,male,967.0,763,293,105,204,0,93,105,111,0
1285,96511,2118930,22,10,1991,1,male,281.0,1069,997,217,46,217,38,0,8,1
1286,74744,1671739,28,17,1985,6,male,322.0,210,188,68,7,56,5,12,2,0
1287,9055,1405699,28,23,1985,10,male,215.0,8,8,1,0,1,0,0,0,1
1288,94112,1037493,26,18,1987,12,male,1878.0,803,320,1,0,0,0,1,0,0
1289,92968,1010975,29,7,1984,3,male,760.0,631,448,1099,2271,614,1216,485,1055,1
1290,1847,2193232,30,23,1983,11,male,94.0,0,0,3,2,3,2,0,0,0
1291,58211,1193259,19,26,1994,11,male,429.0,112,109,0,0,0,0,0,0,1
1292,54236,1512203,45,20,1968,3,male,397.0,96,69,252,15,19,2,233,13,1
1293,40958,1628463,57,30,1956,6,female,979.0,61,32,248,129,235,71,13,58,1
1294,20115,1800010,19,1,1994,7,male,727.0,24,18,3,8,3,3,0,5,0
1295,21272,1209384,23,15,1990,5,male,421.0,27,21,0,9,0,4,0,5,1
1296,32407,1352513,17,14,1996,11,male,130.0,44,40,0,0,0,0,0,0,0
1297,86700,1399142,63,6,1950,10,male,132.0,377,320,100,44,80,42,20,2,1
1298,87468,1863533,17,3,1996,5,male,602.0,390,290,24,1,24,0,0,1,0
1299,74611,1948500,62,18,1951,5,female,1043.0,211,128,28,80,23,17,5,63,1
1300,10314,1108533,44,5,1969,3,male,747.0,9,5,2,3,2,3,0,0,0
1301,42489,1105521,18,15,1995,6,male,266.0,65,30,0,0,0,0,0,0,0
1302,58340,1743941,19,3,1994,9,male,570.0,113,79,1,6,0,2,1,4,0
1303,14887,2060133,33,28,1980,10,male,91.0,17,4,2,0,2,0,0,0,0
1304,11530,1906421,16,21,1997,2,male,203.0,12,4,0,0,0,0,0,0,1
1305,70390,1598382,23,21,1990,6,male,363.0,179,81,3,0,3,0,0,0,1
