,index,userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received
3143,69117,1571575,23,9,1990,1,female,274.0,167,124,433,474,284,155,149,319
3144,90535,1477421,33,22,1980,5,male,390.0,477,449,68,4,68,2,0,2
3145,43191,2113499,23,19,1990,2,male,235.0,65,41,71,2,71,2,0,0
3146,6641,1826660,26,20,1987,3,female,223.0,5,3,0,0,0,0,0,0
3147,58176,1905622,38,23,1975,7,male,389.0,108,89,1811,1036,797,643,1014,393
3148,30771,1172751,74,15,1939,12,female,1756.0,40,21,12,7,0,0,12,7
3149,51612,1447897,19,12,1994,3,male,9.0,88,84,5,0,5,0,0,0
3150,86036,1996973,18,28,1995,12,female,163.0,352,75,800,483,800,239,0,244
3151,67047,1676278,23,30,1990,11,male,197.0,152,130,168,18,77,12,91,6
3152,48400,1184531,68,26,1945,2,male,894.0,79,54,0,0,0,0,0,0
3153,91859,1330734,22,5,1991,6,male,798.0,567,460,537,349,537,316,0,33
3154,66650,1984364,21,1,1992,11,male,552.0,154,107,13,0,13,0,0,0
3155,26184,1444038,76,9,1937,6,female,1117.0,33,10,35,11,0,7,35,4
3156,64805,1764886,32,25,1981,6,female,390.0,143,91,49,44,44,22,5,22
3157,12781,1792499,91,21,1922,9,male,45.0,14,14,1,0,1,0,0,0
3158,83424,1836147,20,3,1993,3,male,536.0,311,277,11,5,11,5,0,0
3159,21751,1484635,28,10,1985,6,male,343.0,26,13,2,2,2,0,0,2
3160,63496,1585368,19,28,1994,6,male,119.0,135,125,3,0,3,0,0,0
3161,24777,1261222,44,17,1969,12,male,194.0,31,30,3,0,0,0,3,0
3162,13107,1393727,36,10,1977,12,male,397.0,13,12,7,0,0,0,7,0
3163,76048,1952987,63,7,1950,5,female,1309.0,216,158,393,63,217,28,176,35
3164,8275,2032789,63,6,1950,10,male,1166.0,7,0,4,1,2,0,2,1
3165,94621,1020248,18,4,1995,3,female,1575.0,732,450,195,746,176,372,19,374
3166,46494,1672492,59,27,1954,2,male,753.0,74,45,0,1,0,1,0,0
3167,11933,1602383,67,22,1946,9,female,254.0,12,1,4,0,4,0,0,0
3168,308,1251517,20,30,1993,1,male,508.0,0,0,0,0,0,0,0,0
3169,47273,1060600,61,20,1952,9,male,710.0,74,24,116,7,116,5,0,2
3170,12962,2138778,28,23,1985,6,male,2.0,14,14,3,0,3,0,0,0
3171,74167,1611442,23,28,1990,1,male,549.0,211,118,0,4,0,2,0,2
3172,12055,1412626,17,27,1996,11,male,204.0,12,10,19,3,0,0,19,3
3173,5617,1067382,23,25,1990,7,male,500.0,3,2,8,0,0,0,8,0
3174,71338,1419081,42,2,1971,10,male,355.0,183,152,2,0,2,0,0,0
3175,54998,1439011,17,19,1996,3,male,270.0,99,36,69,44,63,23,6,21
3176,27074,1702078,44,22,1969,12,male,626.0,34,21,4,2,4,1,0,1
3177,86945,1985848,19,11,1994,11,male,721.0,368,317,437,90,437,74,0,16
3178,58566,2005467,25,18,1988,6,male,178.0,113,81,8,0,8,0,0,0
3179,1625,1698255,61,21,1952,8,male,19.0,0,0,0,0,0,0,0,0
3180,59813,1132182,22,13,1991,4,male,405.0,117,73,28,4,0,2,28,2
3181,37677,1068916,19,14,1994,9,male,253.0,54,28,2,2,2,1,0,1
3182,89712,1115916,23,4,1990,3,male,393.0,471,342,152,54,147,46,5,8
3183,16306,1294061,16,7,1997,8,female,59.0,19,12,0,3,0,0,0,3
3184,45354,1061531,103,1,1910,4,female,429.0,73,56,1,0,1,0,0,0
3185,24692,1880553,64,7,1949,3,male,1084.0,31,18,1,23,0,21,1,2
3186,67255,1660513,17,2,1996,5,male,194.0,158,145,0,17,0,10,0,7
3187,90043,1153969,13,5,2000,1,female,302.0,458,359,1786,722,1260,481,526,241
3188,66126,1579093,17,5,1996,3,female,307.0,147,50,321,81,321,56,0,25
3189,92049,2021141,16,27,1997,12,male,527.0,610,518,0,0,0,0,0,0
3190,81213,1931172,18,13,1995,4,male,187.0,286,273,1,0,1,0,0,0
3191,78159,1875874,16,3,1997,3,female,117.0,248,231,0,0,0,0,0,0
3192,22096,1405318,16,2,1997,8,male,215.0,26,20,15,1,15,1,0,0
3193,48786,1169063,58,18,1955,12,male,1492.0,81,27,16,26,14,14,2,12
3194,29650,1740584,22,17,1991,2,male,382.0,39,9,1,18,0,9,1,9
3195,47126,1500939,22,22,1991,10,female,469.0,74,56,47,1,12,1,35,0
3196,4457,1808616,73,7,1940,10,male,554.0,2,1,0,0,0,0,0,0
3197,81752,1168786,108,1,1905,1,male,1246.0,282,111,113,89,16,63,97,26
3198,578,1682582,24,3,1989,5,female,66.0,0,0,0,0,0,0,0,0
3199,19421,1844051,39,7,1974,4,female,431.0,23,12,21,18,21,14,0,4
3200,59384,1485892,66,30,1947,1,female,457.0,119,75,1,3,0,2,1,1
3201,79311,1452923,19,23,1994,4,male,467.0,258,117,4,2,1,0,3,2
3202,60987,1092262,56,21,1957,9,female,170.0,121,92,148,58,0,26,148,32
3203,58142,1306339,57,15,1956,6,female,1731.0,111,66,579,286,579,234,0,52
3204,43080,1690794,29,29,1984,2,male,551.0,65,51,32,17,32,6,0,11
3205,41944,1017910,43,10,1970,7,male,349.0,64,44,26,10,22,5,4,5
3206,53550,1627607,108,1,1905,1,male,1109.0,95,36,5,6,0,0,5,6
3207,33668,1117075,89,12,1924,5,male,537.0,46,12,0,7,0,3,0,4
3208,88157,1351065,22,20,1991,3,male,437.0,420,205,0,20,0,7,0,13
3209,34121,1370027,26,13,1987,3,male,337.0,47,21,22,3,22,2,0,1
3210,95886,1065456,14,27,1999,2,female,420.0,850,413,1201,944,1201,796,0,148
3211,55706,1629569,18,24,1995,9,male,217.0,104,34,9,5,9,2,0,3
3212,24392,1549626,59,31,1954,12,female,74.0,29,26,114,2,88,2,26,0
3213,34374,1358166,64,13,1949,7,female,1556.0,47,24,171,59,116,32,55,27
3214,41125,2012904,21,26,1992,3,male,566.0,64,47,0,0,0,0,0,0
3215,92285,1458562,22,12,1991,1,male,466.0,630,333,15,32,15,30,0,2
3216,69888,1371476,38,1,1975,7,female,1683.0,174,114,103,126,103,120,0,6
3217,44354,1063130,39,11,1974,3,male,508.0,69,58,0,0,0,0,0,0
3218,22768,1169406,57,19,1956,2,male,580.0,28,13,3,2,3,2,0,0
3219,55006,1446921,65,12,1948,2,female,1653.0,98,70,76,27,75,22,1,5
3220,45989,1003723,19,1,1994,1,male,328.0,73,54,63,140,63,135,0,5
3221,82275,1679437,19,20,1994,2,female,196.0,292,30,2,50,2,42,0,8
3222,98846,1865407,65,25,1948,8,male,1541.0,2860,1503,2046,1702,1832,1081,214,621
3223,29948,2121797,33,26,1980,10,male,437.0,39,26,51,64,51,45,0,19
3224,12865,1934050,58,16,1955,4,female,1930.0,13,6,2,1,1,1,1,0
3225,32115,1498789,34,24,1979,6,female,424.0,43,39,37,11,37,10,0,1
3226,42202,1727090,42,1,1971,5,male,276.0,62,31,85,7,75,6,10,1
3227,92167,1211240,20,11,1993,8,female,602.0,620,155,3,5,3,5,0,0
3228,35775,1240815,30,12,1983,11,female,466.0,51,26,2,0,2,0,0,0
3229,48113,1240982,19,20,1994,2,male,5.0,78,78,130,47,130,26,0,21
3230,47614,1225936,62,20,1951,9,male,1161.0,78,15,0,0,0,0,0,0
3231,55475,1748355,24,15,1989,8,female,316.0,103,42,1,74,1,18,0,56
3232,96200,1212317,63,24,1950,10,male,1546.0,1116,717,14,66,14,43,0,23
3233,71439,1539619,18,31,1995,8,male,559.0,190,159,6,5,6,3,0,2
3234,39467,2007457,20,9,1993,11,female,639.0,58,24,1,5,1,2,0,3
3235,87106,2066988,19,12,1994,12,male,726.0,362,225,2540,342,941,225,1599,117
3236,64246,1247572,18,17,1995,3,male,216.0,141,96,0,0,0,0,0,0
3237,11649,1017360,29,17,1984,5,male,175.0,12,10,0,1,0,0,0,1
3238,67109,1727482,55,29,1958,9,male,860.0,151,71,273,393,137,233,136,160
3239,3091,1059673,63,29,1950,4,female,383.0,1,0,0,0,0,0,0,0
3240,15341,2157500,22,1,1991,1,male,128.0,16,14,31,1,30,0,1,1
3241,70620,1143783,27,17,1986,1,female,338.0,182,86,19,16,19,16,0,0
3242,63144,2117500,37,25,1976,4,female,608.0,134,70,408,77,408,44,0,33
3243,45786,1159547,18,29,1995,8,male,95.0,71,47,21,0,21,0,0,0
3244,16146,1026898,108,14,1905,9,male,8.0,18,18,22,5,22,5,0,0
3245,75217,1872862,41,17,1972,2,male,508.0,216,152,0,0,0,0,0,0
3246,55150,1114593,43,30,1970,3,female,345.0,99,59,256,302,0,66,256,236
3247,13323,1715901,23,4,1990,12,female,47.0,13,10,23,7,23,7,0,0
3248,72958,1327078,20,1,1993,1,male,470.0,196,131,239,46,114,7,125,39
3249,25747,1998079,59,22,1954,8,female,1123.0,32,16,3,5,3,5,0,0
3250,49133,1117819,65,26,1948,5,female,838.0,81,45,186,67,5,42,181,25
3251,66360,1084149,63,8,1950,12,female,583.0,152,89,0,0,0,0,0,0
3252,2282,1675604,23,10,1990,1,male,66.0,1,1,0,1,0,1,0,0
3253,96747,2083022,18,22,1995,3,female,459.0,1265,767,791,4359,270,2826,521,1533
3254,54224,1985915,62,21,1951,10,female,1696.0,97,33,225,114,93,68,132,46
3255,59207,2144790,16,6,1997,1,female,266.0,119,72,0,0,0,0,0,0
3256,81940,2076779,19,7,1994,6,female,209.0,276,59,358,921,251,434,107,487
3257,55157,1858164,36,19,1977,7,female,43.0,98,76,267,189,267,142,0,47
3258,73108,1792753,53,24,1960,3,female,1106.0,194,118,3302,968,3302,570,0,398
3259,66544,1949517,18,31,1995,12,female,190.0,156,101,6,7,1,3,5,4
3260,38948,1372387,103,1,1910,1,female,1687.0,56,31,42,99,0,25,42,74
3261,81713,2110717,23,4,1990,12,male,355.0,276,158,88,13,88,10,0,3
3262,88688,1812716,16,27,1997,7,male,192.0,418,394,113,71,43,58,70,13
3263,80968,2105911,55,7,1958,2,female,1296.0,270,163,363,222,44,132,319,90
3264,66008,1529203,28,3,1985,9,male,1108.0,150,110,148,37,119,30,29,7
3265,68720,1978037,113,10,1900,8,female,1535.0,169,60,28,14,16,10,12,4
3266,2063,1774024,17,7,1996,5,male,428.0,1,0,0,0,0,0,0,0
3267,14664,1578601,63,22,1950,6,male,1933.0,16,7,0,0,0,0,0,0
3268,40037,1898320,64,6,1949,10,male,549.0,58,29,182,87,182,33,0,54
3269,18131,1305207,71,18,1942,12,female,430.0,21,17,10,2,0,0,10,2
3270,47731,2089917,63,20,1950,7,female,398.0,78,25,3,3,0,3,3,0
3271,49677,1747987,79,23,1934,9,female,1625.0,82,21,5,5,5,4,0,1
3272,20359,1781266,37,12,1976,10,male,379.0,24,5,29,5,29,4,0,1
3273,18414,1734186,18,26,1995,6,male,307.0,22,20,0,1,0,1,0,0
3274,23662,1064543,59,14,1954,5,male,1739.0,30,12,1,2,1,2,0,0
3275,1413,1148734,44,23,1969,9,male,184.0,0,0,0,0,0,0,0,0
3276,58489,2191409,25,24,1988,2,male,251.0,113,98,4,0,3,0,1,0
3277,55721,1608435,21,13,1992,1,male,172.0,102,73,10,6,10,5,0,1
3278,27398,1456736,15,20,1998,9,male,224.0,35,20,31,25,20,20,11,5
3279,27611,1253577,33,24,1980,12,female,283.0,34,7,189,92,189,79,0,13
3280,31856,1003606,18,27,1995,4,male,218.0,42,35,7,25,7,11,0,14
3281,57694,2112491,33,1,1980,1,male,305.0,109,58,18,4,18,2,0,2
3282,35605,1194407,39,26,1974,8,male,526.0,51,32,0,2,0,2,0,0
3283,7113,2079430,106,30,1907,4,male,34.0,5,1,5,6,0,3,5,3
3284,28446,1857601,28,10,1985,1,male,140.0,37,37,0,0,0,0,0,0
3285,18108,1488861,54,4,1959,1,female,490.0,21,12,7,6,7,6,0,0
3286,31002,1555171,19,24,1994,9,female,122.0,41,30,48,1,0,0,48,1
3287,35177,1324249,24,23,1989,7,female,136.0,48,27,38,73,28,51,10,22
3288,54023,1154823,30,24,1983,10,male,300.0,94,68,65,43,65,43,0,0
3289,46148,1570196,30,20,1983,2,female,582.0,73,48,211,153,36,79,175,74
3290,50139,2150451,33,12,1980,3,female,545.0,83,51,142,15,142,15,0,0
3291,6870,1783336,62,5,1951,9,,2047.0,5,0,0,1,0,1,0,0
3292,97961,2109614,23,4,1990,2,female,473.0,1767,1446,3599,1827,2255,901,1344,926
3293,56203,1689668,19,24,1994,3,female,545.0,101,43,249,142,243,91,6,51
3294,62969,1225678,30,1,1983,9,female,295.0,131,53,99,94,99,55,0,39
3295,85814,1229352,108,31,1905,1,male,52.0,342,234,170,199,61,80,109,119
3296,42145,2084267,21,4,1992,3,female,220.0,64,51,65,5,17,0,48,5
3297,60991,1204037,20,1,1993,1,male,230.0,124,23,148,83,148,56,0,27
3298,76138,1239132,57,3,1956,1,male,547.0,220,28,1264,1488,743,538,521,950
3299,57421,2132549,52,27,1961,8,female,443.0,109,83,2,1,2,0,0,1
3300,95284,2062775,29,19,1984,2,male,371.0,862,789,37,4,37,1,0,3
3301,31907,2149853,32,3,1981,6,male,366.0,43,34,10,16,2,14,8,2
3302,33188,1272207,73,27,1940,5,female,1518.0,45,28,43,0,43,0,0,0
3303,37211,1850620,52,2,1961,4,female,94.0,53,38,55,39,54,35,1,4
3304,87060,1054180,15,2,1998,4,female,503.0,376,225,1018,232,940,210,78,22
3305,85039,1174270,18,19,1995,3,female,193.0,328,57,1021,816,1021,652,0,164
3306,9107,2084958,24,19,1989,7,female,774.0,8,8,2,4,0,0,2,4
3307,40765,2115131,20,1,1993,5,male,228.0,60,39,52,3,52,0,0,3
3308,46824,1254856,19,6,1994,4,male,581.0,76,62,7,34,2,10,5,24
3309,75454,2067132,16,2,1997,5,male,130.0,216,153,10,0,0,0,10,0
3310,19563,1218803,28,24,1985,12,female,404.0,23,12,48,0,48,0,0,0
3311,5227,1809627,37,5,1976,9,male,376.0,3,3,0,1,0,1,0,0
3312,5678,1320467,107,3,1906,3,male,75.0,3,3,19,22,19,5,0,17
3313,31094,1910384,48,19,1965,2,female,171.0,41,26,89,47,0,19,89,28
3314,71222,1533752,29,4,1984,3,male,317.0,190,86,0,0,0,0,0,0
3315,74900,1621651,25,8,1988,7,female,381.0,210,34,186,284,186,242,0,42
3316,68016,1955607,103,2,1910,9,male,1200.0,157,80,221,178,221,135,0,43
3317,16119,1462655,32,1,1981,5,female,322.0,18,12,19,2,0,0,19,2
3318,97215,1004515,19,14,1994,9,male,1014.0,1375,1032,27,10,1,6,26,4
3319,49132,1170234,27,10,1986,10,female,407.0,80,55,175,157,175,134,0,23
3320,78924,1640933,17,10,1996,10,male,179.0,241,171,286,789,286,755,0,34
3321,4887,2093302,46,20,1967,1,male,161.0,2,0,182,53,83,52,99,1
3322,48067,1010385,71,1,1942,1,male,621.0,78,54,75,7,0,0,75,7
3323,63442,1862270,29,24,1984,7,male,781.0,137,84,1,14,1,9,0,5
3324,26857,1115676,25,1,1988,1,male,233.0,34,32,1,0,1,0,0,0
3325,87640,2013309,108,13,1905,10,male,1535.0,386,230,80,32,63,10,17,22
3326,41472,1509639,27,29,1986,5,male,157.0,62,34,2,0,2,0,0,0
3327,4125,2188597,31,13,1982,2,male,600.0,2,0,0,0,0,0,0,0
3328,59251,1477509,20,21,1993,6,male,241.0,117,100,0,1,0,1,0,0
3329,87274,1946470,17,11,1996,9,female,596.0,405,234,3,12,3,11,0,1
3330,71399,1945486,18,21,1995,1,male,228.0,186,130,4,4,2,1,2,3
3331,46619,1073624,103,17,1910,2,male,691.0,74,54,1,2,1,1,0,1
3332,87,1962161,15,2,1998,3,male,45.0,0,0,0,0,0,0,0,0
3333,7816,1565808,48,25,1965,5,male,462.0,7,4,0,0,0,0,0,0
3334,20799,1238690,48,24,1965,3,male,375.0,25,21,2,1,2,0,0,1
3335,98806,2192435,17,23,1996,4,female,664.0,2517,508,1542,3212,1302,544,240,2668
3336,34458,2137529,55,26,1958,8,female,311.0,46,27,867,727,867,278,0,449
3337,16611,1174853,50,11,1963,1,male,150.0,19,16,0,13,0,4,0,9
3338,95679,1649066,16,11,1997,8,male,264.0,873,496,404,90,315,73,89,17
3339,45421,1372118,20,24,1993,11,female,126.0,73,32,2,0,2,0,0,0
3340,10849,1106554,16,30,1997,1,female,2.0,11,8,0,0,0,0,0,0
3341,38758,1918830,66,25,1947,9,male,118.0,57,38,9,3,9,3,0,0
3342,57062,1963939,17,6,1996,5,female,96.0,105,65,274,400,274,327,0,73
3343,39929,1584118,21,15,1992,12,male,79.0,59,56,65,21,51,11,14,10
3344,97286,1303330,103,21,1910,10,male,1477.0,1711,411,56,51,56,28,0,23
3345,53577,1380560,25,18,1988,5,male,142.0,96,88,6,67,0,15,6,52
3346,45084,1561128,15,24,1998,8,male,313.0,72,48,0,0,0,0,0,0
3347,88414,1215195,103,10,1910,5,male,1227.0,419,217,18,43,4,21,14,22
3348,84475,2077904,19,5,1994,11,female,256.0,329,255,19,72,19,23,0,49
3349,91386,1670502,21,1,1992,10,male,472.0,529,437,31,25,31,14,0,11
3350,85124,2139115,19,6,1994,10,male,495.0,347,315,0,9,0,7,0,2
3351,19856,1332354,29,23,1984,10,male,18.0,24,24,0,2,0,0,0,2
3352,11161,2149437,37,3,1976,10,male,313.0,11,7,1,0,1,0,0,0
3353,14320,1709523,20,2,1993,5,male,69.0,16,12,0,0,0,0,0,0
3354,29937,1317288,29,16,1984,11,male,695.0,39,25,42,17,42,16,0,1
3355,54272,1856874,49,3,1964,3,male,249.0,96,50,346,386,17,255,329,131
3356,26174,2069244,17,27,1996,10,male,910.0,33,13,33,3,33,1,0,2
3357,15154,1873121,62,4,1951,3,male,898.0,17,9,9,3,9,2,0,1
3358,6363,1496301,33,27,1980,11,female,222.0,4,1,6,12,3,0,3,12
3359,96560,1407257,22,20,1991,12,female,950.0,1030,343,280,232,220,151,60,81
3360,15213,1219290,19,18,1994,6,male,105.0,17,17,13,4,0,1,13,3
3361,72279,1035694,38,8,1975,1,female,1139.0,195,36,0,1,0,1,0,0
3362,66320,1358081,26,2,1987,2,male,291.0,155,88,0,0,0,0,0,0
3363,72925,1591858,18,12,1995,11,male,180.0,194,161,175,37,164,20,11,17
3364,4292,1545056,42,1,1971,1,female,220.0,2,2,0,0,0,0,0,0
3365,35640,1341158,55,27,1958,4,male,386.0,51,48,0,5,0,5,0,0
3366,30544,1528594,23,27,1990,7,female,201.0,40,31,3,0,3,0,0,0
3367,79863,1744815,14,13,1999,5,female,122.0,253,91,211,85,184,64,27,21
3368,70991,1709236,23,14,1990,5,male,351.0,177,142,252,61,252,61,0,0
3369,89452,1656861,16,8,1997,8,male,512.0,475,298,31,60,1,41,30,19
3370,30148,1812683,21,17,1992,4,male,739.0,41,14,0,0,0,0,0,0
3371,16130,1067683,27,14,1986,3,male,176.0,18,15,20,2,0,0,20,2
3372,80684,1218337,108,29,1905,11,female,1191.0,268,102,54,64,54,48,0,16
3373,55028,1935463,23,11,1990,10,female,377.0,99,41,90,160,90,124,0,36
3374,63728,1330939,25,16,1988,8,male,732.0,137,89,20,3,20,2,0,1
3375,85062,1206640,14,1,1999,5,female,341.0,321,236,1687,383,1620,274,67,109
3376,15562,1670383,28,9,1985,11,male,60.0,16,16,568,11,313,0,255,11
3377,54944,1010467,15,17,1998,1,male,291.0,100,76,44,7,44,5,0,2
3378,63646,1604206,36,15,1977,12,male,687.0,138,55,11,0,7,0,4,0
3379,28295,1099323,41,9,1972,11,male,468.0,36,29,768,13,768,11,0,2
3380,49633,2011732,24,4,1989,7,male,740.0,83,43,4,0,0,0,4,0
3381,9838,1565652,40,12,1973,2,male,282.0,9,8,0,0,0,0,0,0
3382,2997,1594818,50,6,1963,12,male,453.0,1,0,0,0,0,0,0,0
3383,91543,1915787,47,1,1966,11,male,781.0,553,323,88,71,8,35,80,36
3384,18232,1285614,64,17,1949,4,male,526.0,21,2,26,10,0,0,26,10
3385,75694,1062437,18,4,1995,4,female,393.0,213,56,41,69,41,60,0,9
3386,80849,1364121,57,13,1956,7,female,1506.0,265,199,146,76,67,40,79,36
3387,53389,1375900,104,9,1909,8,male,1354.0,96,66,1,0,1,0,0,0
3388,16416,1124458,25,1,1988,1,female,226.0,20,18,0,0,0,0,0,0
3389,93371,1067337,24,27,1989,11,male,304.0,706,622,36,557,31,381,5,176
3390,1914,1178042,25,15,1988,7,female,24.0,0,0,11,0,0,0,11,0
3391,84343,1472655,14,14,1999,9,female,121.0,329,21,5,21,5,17,0,4
3392,51629,1296189,53,27,1960,9,male,1587.0,90,33,5,36,5,27,0,9
3393,12809,1663344,29,3,1984,5,male,17.0,14,13,1,5,1,5,0,0
3394,58359,1898552,17,2,1996,6,female,422.0,112,15,1,1,1,0,0,1
3395,73674,1308861,24,17,1989,12,female,277.0,202,125,45,69,45,57,0,12
3396,61441,1240751,26,15,1987,10,female,685.0,125,107,3,3,3,1,0,2
3397,8928,1817124,43,1,1970,10,male,500.0,8,5,0,0,0,0,0,0
3398,89107,1161776,21,15,1992,8,female,1744.0,412,173,5544,3201,3193,1595,2351,1606
3399,52557,1534736,34,12,1979,11,female,712.0,93,55,4,6,1,2,3,4
3400,86188,2038203,26,11,1987,5,male,1005.0,364,245,0,2,0,2,0,0
3401,3782,1765607,15,12,1998,11,male,89.0,2,1,0,0,0,0,0,0
3402,12355,1633156,25,28,1988,6,female,244.0,13,10,0,0,0,0,0,0
3403,87929,1492197,108,6,1905,1,male,1340.0,385,271,471,270,0,165,471,105
3404,85220,1860089,22,1,1991,1,male,1600.0,346,169,1,4,1,4,0,0
3405,91242,1228050,103,23,1910,5,female,2180.0,522,189,6,13,0,11,6,2
3406,38090,1794112,53,30,1960,11,female,46.0,54,38,46,81,2,43,44,38
3407,35202,1720697,70,31,1943,8,male,994.0,49,17,49,560,0,83,49,477
3408,37848,1530537,65,8,1948,9,male,385.0,55,36,10,11,0,4,10,7
3409,70557,1030960,23,2,1990,12,male,648.0,180,134,12,39,12,19,0,20
3410,97091,1400829,35,6,1978,8,male,464.0,1490,1459,4,0,2,0,2,0
3411,1915,1988428,55,12,1958,9,female,772.0,0,0,11,0,0,0,11,0
3412,43190,2070266,56,21,1957,10,female,280.0,66,42,71,124,62,58,9,66
3413,80035,1119690,48,28,1965,8,female,1316.0,252,82,853,522,741,509,112,13
3414,22829,1123088,59,27,1954,5,male,1619.0,28,11,7,2,6,2,1,0
3415,65638,1365983,23,23,1990,1,female,807.0,150,81,15,4,0,0,15,4
3416,77537,1490015,14,28,1999,5,female,450.0,233,110,19,3,19,2,0,1
3417,36749,2081250,66,3,1947,4,male,722.0,53,16,2,0,0,0,2,0
3418,96768,2018875,21,26,1992,12,female,549.0,1098,368,856,173,499,43,357,130
3419,1952,1315337,15,15,1998,2,male,1.0,0,0,73,28,1,7,72,21
3420,7812,1379959,47,5,1966,10,male,376.0,7,5,0,0,0,0,0,0
3421,68511,2157744,21,20,1992,2,male,296.0,166,124,6,114,6,56,0,58
3422,28494,2172304,37,2,1976,2,female,874.0,37,22,0,1,0,1,0,0
3423,31394,1503996,29,11,1984,5,male,314.0,42,31,0,0,0,0,0,0
3424,9031,1132224,34,23,1979,12,male,585.0,8,6,1,6,0,0,1,6
3425,19431,1196378,51,13,1962,1,male,191.0,22,15,22,0,22,0,0,0
3426,60686,1797705,68,12,1945,1,male,446.0,124,8,14,3,14,3,0,0
3427,22100,2072475,37,15,1976,7,female,750.0,27,10,15,8,15,8,0,0
3428,11915,2177156,39,29,1974,10,male,483.0,12,4,3,2,3,2,0,0
3429,84018,1248224,62,14,1951,9,female,1817.0,304,91,609,98,154,39,455,59
3430,59692,1074148,28,19,1985,7,male,417.0,120,109,12,1,12,1,0,0
3431,30815,1443996,69,8,1944,1,male,1683.0,41,12,16,17,0,8,16,9
3432,29344,1831423,29,7,1984,3,male,328.0,37,19,112,75,13,25,99,50
3433,85667,1226847,96,22,1917,9,female,2177.0,351,146,80,455,20,235,60,220
3434,72945,1912951,52,2,1961,7,female,1363.0,195,90,220,123,220,65,0,58
3435,45021,1003465,43,20,1970,1,male,78.0,69,67,333,30,50,22,283,8
3436,39299,1689611,26,7,1987,8,male,418.0,58,23,0,0,0,0,0,0
3437,68509,2186300,18,14,1995,7,female,153.0,164,89,6,9,6,4,0,5
3438,26459,1155348,15,26,1998,11,female,6.0,35,30,0,3,0,2,0,1
3439,24664,1664538,61,12,1952,4,female,345.0,31,22,0,14,0,5,0,9
3440,51075,1702584,17,8,1996,3,female,244.0,86,30,86,14,86,9,0,5
3441,17357,1077274,27,2,1986,5,male,30.0,20,10,21,9,21,9,0,0
3442,13321,2065355,25,23,1988,6,female,504.0,13,8,23,2,17,2,6,0
3443,23442,1025417,55,12,1958,7,male,970.0,29,19,0,0,0,0,0,0
3444,40571,1788685,45,6,1968,6,male,783.0,60,17,11,8,11,5,0,3
3445,28737,1939130,28,9,1985,5,female,170.0,38,27,2,0,2,0,0,0
3446,31402,1850903,33,18,1980,12,male,105.0,42,22,0,1,0,1,0,0
3447,15325,1729619,63,5,1950,10,female,462.0,16,12,27,17,27,15,0,2
3448,33763,1909178,22,26,1991,4,female,659.0,47,23,2,1,0,0,2,1
3449,47054,1547772,28,1,1985,1,male,620.0,75,24,31,14,31,11,0,3
3450,64235,1251997,17,2,1996,2,male,562.0,141,109,0,0,0,0,0,0
3451,29012,1833898,43,30,1970,4,male,538.0,38,17,10,2,10,2,0,0
3452,47127,1798783,47,10,1966,4,female,879.0,74,40,47,2,42,2,5,0
3453,77385,2040179,15,1,1998,1,male,257.0,234,51,5,0,0,0,5,0
3454,34073,1966920,23,30,1990,1,female,260.0,46,21,16,66,11,35,5,31
3455,92242,2031583,21,28,1992,7,female,1439.0,607,206,9,50,9,39,0,11
3456,32954,1014845,52,23,1961,10,female,549.0,44,17,9,7,9,5,0,2
3457,22943,1326087,66,4,1947,4,female,826.0,28,17,23,11,0,10,23,1
3458,9716,1136159,29,18,1984,10,female,323.0,10,10,0,5,0,1,0,4
3459,75701,2043971,103,30,1910,9,male,635.0,214,129,44,43,44,24,0,19
3460,75246,1232062,36,7,1977,8,female,645.0,215,141,1,11,0,0,1,11
3461,56741,1107246,50,1,1963,12,female,752.0,105,44,17,52,1,19,16,33
3462,13061,1092159,32,12,1981,6,male,463.0,14,8,5,0,3,0,2,0
3463,24247,2176924,20,24,1993,8,male,562.0,29,24,43,7,20,5,23,2
3464,86178,1022051,24,2,1989,7,male,526.0,362,306,0,4,0,0,0,4
3465,46972,1452779,21,6,1992,8,female,485.0,75,54,19,64,19,59,0,5
3466,15873,1081130,23,28,1990,8,female,246.0,18,15,1,0,1,0,0,0
3467,26506,2190872,20,11,1993,8,male,315.0,34,18,0,0,0,0,0,0
3468,30916,2105118,78,22,1935,6,female,1930.0,40,6,28,1,28,0,0,1
3469,6054,1019997,42,15,1971,12,male,399.0,4,2,0,2,0,2,0,0
3470,14047,1625935,57,1,1956,6,male,624.0,15,10,8,7,0,1,8,6
3471,47891,1647299,26,8,1987,10,male,513.0,77,45,15,11,15,7,0,4
3472,73614,1968223,26,17,1987,7,male,142.0,203,177,32,52,32,37,0,15
3473,21691,1880749,48,1,1965,4,female,54.0,27,10,1,12,1,8,0,4
3474,69182,1629800,54,13,1959,2,female,296.0,165,66,1010,100,0,13,1010,87
3475,9896,1009285,48,23,1965,12,male,268.0,9,6,0,0,0,0,0,0
3476,87813,1941250,20,13,1993,8,female,350.0,394,246,214,271,214,227,0,44
3477,56255,1587416,54,19,1959,7,male,1187.0,101,52,410,505,0,81,410,424
3478,75207,1676815,31,8,1982,3,male,422.0,213,93,0,1,0,1,0,0
3479,78873,1919553,59,14,1954,12,male,757.0,243,173,191,51,55,32,136,19
